element,sp_num,obs_wl_air(nm),unc_obs_wl,intens,gA(10^8 s^-1),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Th,2,"=""387.12450""","=""0.00021""","=""77""","=""""","=""""",,"=""2.229655470""","=""5.43144312""","=""5f.(2F*).6d2.(3F)""","=""*""","=""5/2""","=""5f.6d.(3F*).7p""","=""""","=""3/2""",6,4,,"=""""","=""L2372""",
Th,2,"=""387.14562""","=""0.00004""","=""170""","=""""","=""""",,"=""2.46881556""","=""5.67042908""","=""5f.(2F*).6d2.(3F)""","=""4H*""","=""13/2""","=""5f2.(3H).6d""","=""""","=""11/2""",14,12,,"=""""","=""L5951""",
Th,2,"=""387.16173""","=""0.00003""","=""450""","=""""","=""""",,"=""3.78755178""","=""6.98903205""","=""5f2.(3H).7s""","=""4H""","=""13/2""","=""5f2.7p ""","=""4I*""","=""11/2""",14,12,,"=""""","=""L5951""",
Th,2,"=""387.17811""","=""0.00021""","=""15""","=""""","=""""",,"=""2.229655470""","=""5.43100153""","=""5f.(2F*).6d2.(3F)""","=""*""","=""5/2""","=""5f2.6d+5f.6d.7p""","=""""","=""7/2""",6,8,,"=""""","=""L2372""",
Th,2,"=""387.19251""","=""0.00021""","=""46""","=""""","=""""",,"=""1.546352910""","=""4.74757772""","=""5f.6d.(3F*).7s""","=""2F*""","=""5/2""","=""5f.7s.(3F*).7p""","=""""","=""7/2""",6,8,,"=""""","=""L2372""",
Th,2,"=""387.23600""","=""0.00004""","=""220""","=""""","=""""",,"=""1.453767915""","=""4.65463471""","=""5f.6d.(3D*).7s""","=""4D*""","=""1/2""","=""5f2.(3P).7s""","=""""","=""3/2""",2,4,,"=""""","=""L5951""",
Th,1,"=""387.25048""","=""0.00004""","=""220""","=""""","=""""",,"=""1.793458939""","=""4.99420581""","=""6d2.7s.7p""","=""5G*""","=""2""","=""""","=""""","=""3""",5,7,,"=""""","=""L5951""",
Th,1,"=""387.26706""","=""0.00003""","=""420""","=""""","=""""",,"=""0.3171586159""","=""3.51776780""","=""6d2.7s2""","=""3P""","=""0""","=""""","=""*""","=""1""",1,3,,"=""""","=""L5951""",
Th,2,"=""387.272207""","=""0.000017""","=""1600""","=""""","=""""",,"=""1.286847256""","=""4.48741418""","=""6d2.(1G).7s""","=""""","=""9/2""","=""5f.(2F*).6d2.(3P)""","=""*""","=""9/2""",10,10,,"=""""","=""L5951""",
Th,1,"=""387.28620""","=""0.00014""","=""83""","=""""","=""""",,"=""1.463377110""","=""4.66382864""","=""6d3.(4P).7s""","=""5P""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L12239""",
Th,1,"=""387.314774""","=""0.000017""","=""1800""","=""""","=""""",,"=""0.3557427977""","=""3.555958097""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L5951""",
Th,1,"=""387.34199""","=""0.00003""","=""340""","=""""","=""""",,"=""1.305125170""","=""4.50511497""","=""5f.6d.7s2""","=""3G*""","=""3""","=""""","=""""","=""3""",7,7,,"=""""","=""L5951""",
Th,1,"=""387.347386""","=""0.000012""","=""4000""","=""""","=""""",,"=""0.0000000000""","=""3.199945790""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L5951""",
Th,1,"=""387.382219""","=""0.000005""","=""12000""","=""""","=""""",,"=""0.3557427977""","=""3.55540088""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L18702""",
Th,2,"=""387.39822""","=""0.00006""","=""76""","=""""","=""""",,"=""2.85313163""","=""6.05265703""","=""5f.(2F*).6d2.(3P)""","=""*""","=""3/2""","=""5f2.6d""","=""""","=""3/2""",4,4,,"=""""","=""L5951""",
Th,1,"=""387.424360""","=""0.000012""","=""4400""","=""""","=""""",,"=""0.3557427977""","=""3.55505278""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L5951""",
Th,1,"=""387.486176""","=""0.000009""","=""10000""","=""""","=""""",,"=""0.6151672932""","=""3.81396695""","=""6d2.7s2""","=""3F""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L5951""",
Th,1,"=""387.497806""","=""0.000024""","=""620""","=""""","=""""",,"=""1.795523000""","=""4.99422658""","=""5f.6d.7s2""","=""3H*""","=""6""","=""""","=""""","=""7""",13,15,,"=""""","=""L5951""",
Th,1,"=""387.51571""","=""0.00015""","=""730""","=""""","=""""",,"=""0.7888365657""","=""3.98739166""","=""6d3.(4F).7s""","=""5F""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L3552""",
Th,1,"=""387.537295""","=""0.000012""","=""4100""","=""""","=""""",,"=""1.291188428""","=""4.48956624""","=""5f.6d.7s2""","=""1G*""","=""4""","=""""","=""""","=""5""",9,11,,"=""""","=""L5951""",
Th,2,"=""387.55181""","=""0.00021""","=""62""","=""""","=""""",,"=""1.038846135""","=""4.23710336""","=""5f.7s2""","=""2F*""","=""7/2""","=""5f2.(1D).7s""","=""""","=""5/2""",8,6,,"=""""","=""L2372""",
Th,1,"=""387.564598""","=""0.000021""","=""1000""","=""""","=""""",,"=""0.9301651190""","=""4.12831753""","=""6d3.(4F).7s""","=""5F""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L5951""",
Th,1,"=""387.59659""","=""0.00014""","=""100""","=""""","=""""",,"=""1.880456013""","=""5.07834837""","=""6d2.7s.7p""","=""5G*""","=""3""","=""""","=""""","=""2""",7,5,,"=""""","=""L12239""",
Th,2,"=""387.65101""","=""0.00021""","=""30""","=""""","=""""",,"=""2.229655470""","=""5.42709480""","=""5f.(2F*).6d2.(3F)""","=""*""","=""5/2""","=""5f2.6d+5f.6d.7p""","=""""","=""5/2""",6,6,,"=""""","=""L2372""",
Th,2,"=""387.69461""","=""0.00021""","=""15""","=""""","=""""",,"=""2.16484184""","=""5.36192324""","=""5f.6d.(3P*).7s""","=""4P*""","=""5/2""","=""5f2.6d+5f.6d.7p""","=""""","=""7/2""",6,8,,"=""""","=""L2372""",
Th,2,"=""387.72381""","=""0.00021""","=""76""","=""""","=""""",,"=""2.16484184""","=""5.36167945""","=""5f.6d.(3P*).7s""","=""4P*""","=""5/2""","=""5f2.(3F).6d""","=""""","=""3/2""",6,4,,"=""""","=""L2372""",
Th,1,"=""387.746278""","=""0.000024""","=""640""","=""""","=""""",,"=""1.0910919079""","=""4.28774592""","=""6d3.(4F).7s""","=""5F""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L5951""",
Th,1,"=""387.75563""","=""0.00005""","=""140""","=""""","=""""",,"=""1.880456013""","=""5.07703265""","=""6d2.7s.7p""","=""5G*""","=""3""","=""""","=""""","=""3""",7,7,,"=""""","=""L5951""",
Th,1,"=""387.76088""","=""0.00003""","=""370""","=""""","=""""",,"=""1.633505867""","=""4.83003938""","=""5f.6d.7s2""","=""3G*""","=""4""","=""""","=""""","=""4""",9,9,,"=""""","=""L5951""",
Th,2,"=""387.79543""","=""0.00006""","=""88""","=""""","=""""",,"=""4.69166667""","=""7.88791551""","=""5f2.(3F).6d""","=""""","=""9/2""","=""""","=""*""","=""9/2 or 11/2""",10,10,,"=""""","=""L5951""",
Th,2,"=""387.80470""","=""0.00021""","=""310""","=""""","=""""",,"=""1.877708160""","=""5.07388253""","=""5f.6d.(3P*).7s""","=""*""","=""3/2""","=""5f.6d.(3D*).7p""","=""""","=""5/2""",4,6,,"=""""","=""L2372""",
Th,1,"=""387.81601""","=""0.00015""","=""71""","=""""","=""""",,"=""1.633505867""","=""4.82958495""","=""5f.6d.7s2""","=""3G*""","=""4""","=""""","=""""","=""5""",9,11,,"=""""","=""L12239""",
Th,1,"=""387.85734""","=""0.00008""","=""680""","=""""","=""""",,"=""1.980039530""","=""5.17577544""","=""6d3.(2D2).7s""","=""""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L12239""",
Th,1,"=""387.866179""","=""0.000023""","=""750""","=""""","=""""",,"=""0.4792576672""","=""3.67492346""","=""6d2.7s2""","=""3P""","=""1""","=""""","=""*""","=""1""",3,3,,"=""""","=""L5951""",
Th,1,"=""387.92686""","=""0.00003""","=""600""","=""""","=""""",,"=""1.305125170""","=""4.50029113""","=""5f.6d.7s2""","=""3G*""","=""3""","=""""","=""""","=""4""",7,9,,"=""""","=""L5951""",
Th,1,"=""387.94452""","=""0.00004""","=""240""","=""""","=""""",,"=""0.966490959""","=""4.16151146""","=""5f.6d.7s2""","=""3H*""","=""4""","=""""","=""""","=""3""",9,7,,"=""""","=""L5951""",
Th,1,"=""387.964392""","=""0.000012""","=""4000""","=""""","=""""",,"=""0.9301651190""","=""4.12502190""","=""6d3.(4F).7s""","=""5F""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L5951""",
Th,2,"=""387.97960""","=""0.00021""","=""210""","=""""","=""""",,"=""2.16484184""","=""5.35957182""","=""5f.6d.(3P*).7s""","=""4P*""","=""5/2""","=""5f2.6d+5f.6d.7p""","=""""","=""5/2""",6,6,,"=""""","=""L2372""",
Th,1,"=""388.01947""","=""0.00003""","=""430""","=""""","=""""",,"=""1.648671592""","=""4.84307504""","=""6d3.(2G).7s""","=""3G""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L5951""",
Th,1,"=""388.03231""","=""0.00015""","=""250""","=""""","=""""",,"=""1.716904709""","=""4.91120292""","=""6d3.(4F).7s""","=""3F""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L3552""",
Th,1,"=""388.04040""","=""0.00015""","=""120""","=""""","=""""",,"=""0.902620242""","=""4.09685041""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L3552""",
Th,2,"=""388.14978""","=""0.00005""","=""190""","=""""","=""""",,"=""1.165571101""","=""4.35890164""","=""6d3""","=""4F""","=""5/2""","=""5f.(2F*).6d2.(1G)""","=""*""","=""5/2""",6,6,,"=""""","=""L5951""",
Th,2,"=""388.21428""","=""0.00004""","=""230""","=""""","=""""",,"=""1.048950095""","=""4.24175050""","=""6d3""","=""""","=""3/2""","=""6d.7s.(3D).7p""","=""*""","=""5/2""",4,6,,"=""""","=""L5951""",
Th,2,"=""388.22141""","=""0.00021""","=""14""","=""""","=""""",,"=""2.258301050""","=""5.4510432""","=""5f.(2F*).6d2.(3F)""","=""*""","=""3/2""","=""5f.6d.(3P*).7p""","=""""","=""1/2""",4,2,,"=""""","=""L2372""",
Th,1,"=""388.23247""","=""0.00005""","=""130""","=""""","=""""",,"=""1.980039530""","=""5.17269076""","=""6d3.(2D2).7s""","=""""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L5951""",
Th,1,"=""388.35361""","=""0.00006""","=""71""","=""""","=""""",,"=""1.936507287""","=""5.12816222""","=""5f.6d2.7s""","=""5H*""","=""3""","=""5f.6d2.7p ""","=""5H""","=""3""",7,7,,"=""""","=""L5951""",
Th,1,"=""388.37682""","=""0.00005""","=""99""","=""""","=""""",,"=""1.920524884""","=""5.11198913""","=""5f.6d.7s2""","=""3G*""","=""5""","=""""","=""""","=""4""",11,9,,"=""""","=""L5951""",
Th,2,"=""388.43180""","=""0.00021""","=""28""","=""""","=""""",,"=""2.59982638""","=""5.79083774""","=""5f.(2F*).6d2.(3P)""","=""*""","=""7/2""","=""5f2.6d+5f.6d.7p""","=""""","=""7/2""",8,8,,"=""""","=""L2372""",
Th,2,"=""388.45243""","=""0.00003""","=""260""","=""""","=""""",,"=""1.205163326""","=""4.39600653""","=""5f.6d.(3F*).7s""","=""4F*""","=""7/2""","=""5f.6d.(1G*).7p""","=""""","=""9/2""",8,10,,"=""""","=""L5951""",
Th,2,"=""388.48190""","=""0.00021""","=""7000""","=""""","=""""",,"=""1.713255573""","=""4.90385172""","=""5f.6d.(3F*).7s""","=""*""","=""7/2""","=""5f.6d.(3F*).7p""","=""""","=""9/2""",8,10,,"=""""","=""L2372""",
Th,2,"=""388.49504""","=""0.00006""","=""79""","=""""","=""""",,"=""3.44525339""","=""6.63574667""","=""5f.(2F*).6d2.(1G)""","=""*""","=""9/2""","=""5f2.6d+5f.6d.7p""","=""""","=""9/2""",10,10,,"=""""","=""L5951""",
Th,1,"=""388.49850""","=""0.00015""","=""62""","=""""","=""""",,"=""1.336940873""","=""4.52740451""","=""6d.7s2.7p""","=""3F*""","=""2""","=""""","=""""","=""3""",5,7,,"=""""","=""L3552""",
Th,2,"=""388.50673""","=""0.00004""","=""220*""","=""""","=""""",,"=""2.30217151""","=""5.49256883""","=""5f.(2F*).6d2.(3F)""","=""*""","=""1/2""","=""5f2.6d""","=""""","=""3/2""",2,4,,"=""""","=""L5951""",
Th,1,"=""388.50673""","=""0.00004""","=""220*""","=""""","=""""",,"=""0.966490959""","=""4.15688760""","=""5f.6d.7s2""","=""3H*""","=""4""","=""""","=""""","=""4""",9,9,,"=""""","=""L5951""",
Th,2,"=""388.51516""","=""0.00005""","=""130""","=""""","=""""",,"=""2.74496768""","=""5.93529557""","=""5f.(2F*).6d2.(1G)""","=""*""","=""9/2""","=""5f2.6d+5f.6d.7p""","=""""","=""7/2""",10,8,,"=""""","=""L5951""",
Th,1,"=""388.52253""","=""0.00005""","=""180""","=""""","=""""",,"=""0.4572521355""","=""3.647519877""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L5951""",
Th,1,"=""388.54037""","=""0.00005""","=""110""","=""""","=""""",,"=""1.472664364""","=""4.66278458""","=""6d.7s2.7p""","=""3D*""","=""1""","=""""","=""""","=""1""",3,3,,"=""""","=""L5951""",
Th,2,"=""388.56391""","=""0.00021""","=""110""","=""""","=""""",,"=""1.345888603""","=""4.53581560""","=""6d3""","=""""","=""7/2""","=""6d2.(1D).7p""","=""*""","=""7/2""",8,8,,"=""""","=""L2372""",
Th,2,"=""388.57680""","=""0.00003""","=""290""","=""""","=""""",,"=""0.188691095""","=""3.37851302""","=""6d2.(3F).7s""","=""4F""","=""5/2""","=""5f.(2F*).6d2.(3P)""","=""4D*""","=""7/2""",6,8,,"=""""","=""L5951""",
Th,2,"=""388.60047""","=""0.00003""","=""280""","=""""","=""""",,"=""3.63842748""","=""6.8280551""","=""5f2.(3F).7s""","=""""","=""5/2""","=""5f2.7p ""","=""*""","=""7/2""",6,8,,"=""""","=""L5951""",
Th,1,"=""388.60640""","=""0.00015""","=""190""","=""""","=""""",,"=""1.622774763""","=""4.81235318""","=""6d3.(2G).7s""","=""3G""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L3552""",
Th,1,"=""388.62562""","=""0.00003""","=""330""","=""""","=""""",,"=""1.920524884""","=""5.10994598""","=""5f.6d.7s2""","=""3G*""","=""5""","=""""","=""""","=""5""",11,11,,"=""""","=""L5951""",
Th,1,"=""388.691575""","=""0.000011""","=""5600""","=""""","=""""",,"=""0.3557427977""","=""3.544622612""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L5951""",
Th,1,"=""388.701929""","=""0.000018""","=""1300""","=""""","=""""",,"=""1.291188428""","=""4.47998327""","=""5f.6d.7s2""","=""1G*""","=""4""","=""""","=""""","=""5""",9,11,,"=""""","=""L5951""",
Th,1,"=""388.72201""","=""0.00015""","=""99""","=""""","=""""",,"=""0.7888365657""","=""3.97746445""","=""6d3.(4F).7s""","=""5F""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L3552""",
Th,2,"=""388.74340""","=""0.00021""","=""41""","=""""","=""""",,"=""2.72949710""","=""5.91795207""","=""5f.6d.(1H*).7s""","=""2H*""","=""11/2""","=""5f2.6d+5f.6d.7p""","=""""","=""9/2""",12,10,,"=""""","=""L2372""",
Th,2,"=""388.80480""","=""0.00021""","=""27""","=""""","=""""",,"=""3.06953969""","=""6.25748681""","=""5f.(2F*).6d2.(3F)""","=""*""","=""9/2""","=""5f2.6d+5f.6d.7p""","=""""","=""9/2""",10,10,,"=""""","=""L2372""",
Th,2,"=""388.84601""","=""0.00021""","=""41""","=""""","=""""",,"=""2.564755353""","=""5.75236765""","=""5f.(2F*).6d2.(3F)""","=""*""","=""5/2""","=""5f.6d.7p""","=""""","=""3/2""",6,4,,"=""""","=""L2372""",
Th,2,"=""388.86730""","=""0.00021""","=""700""","=""""","=""""",,"=""3.10295710""","=""6.2903960""","=""5f.(2F*).6d2.(3P)""","=""*""","=""1/2""","=""5f.6d.7p""","=""""","=""3/2""",2,4,,"=""""","=""L2372""",
Th,1,"=""388.94321""","=""0.00015""","=""37""","=""""","=""""",,"=""0.0000000000""","=""3.186815564""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L3552""",
Th,1,"=""388.95421""","=""0.00005""","=""180""","=""""","=""""",,"=""1.761104381""","=""4.94783092""","=""6d3.(2G).7s""","=""""","=""5""","=""""","=""*""","=""4""",11,9,,"=""""","=""L5951""",
Th,1,"=""388.96088""","=""0.00005""","=""140""","=""""","=""""",,"=""1.336940873""","=""4.52361259""","=""6d.7s2.7p""","=""3F*""","=""2""","=""""","=""""","=""2""",5,5,,"=""""","=""L5951""",
Th,1,"=""388.97151""","=""0.00015""","=""250""","=""""","=""""",,"=""1.648671592""","=""4.83525608""","=""6d3.(2G).7s""","=""3G""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L3552""",
Th,1,"=""388.99058""","=""0.00005""","=""160""","=""""","=""""",,"=""1.622774763""","=""4.80920361""","=""6d3.(2G).7s""","=""3G""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L5951""",
Th,2,"=""389.00570""","=""0.00021""","=""13""","=""""","=""""",,"=""2.564755353""","=""5.75105831""","=""5f.(2F*).6d2.(3F)""","=""*""","=""5/2""","=""5f2.6d+5f.6d.7p""","=""""","=""7/2""",6,8,,"=""""","=""L2372""",
Th,2,"=""389.03510""","=""0.00021""","=""55""","=""""","=""""",,"=""1.903142570""","=""5.08920514""","=""5f.6d.(3G*).7s""","=""4G*""","=""11/2""","=""5f.6d.(1G*).7p""","=""""","=""9/2""",12,10,,"=""""","=""L2372""",
Th,2,"=""389.08210""","=""0.00021""","=""210""","=""""","=""""",,"=""1.548027489""","=""4.73370993""","=""5f.(2F*).6d2.(3F)""","=""*""","=""7/2""","=""5f.6d.(3H*).7p""","=""""","=""9/2""",8,10,,"=""""","=""L2372""",
Th,2,"=""389.09810""","=""0.00021""","=""140""","=""""","=""""",,"=""1.546352910""","=""4.73190110""","=""5f.6d.(3F*).7s""","=""2F*""","=""5/2""","=""5f.7s.(1F*).7p""","=""""","=""7/2""",6,8,,"=""""","=""L2372""",
Th,2,"=""389.10539""","=""0.00005""","=""180""","=""""","=""""",,"=""1.378280820""","=""4.56376921""","=""5f.6d.(3G*).7s""","=""4G*""","=""7/2""","=""5f.6d.(1G*).7p""","=""""","=""7/2""",8,8,,"=""""","=""L5951""",
Th,1,"=""389.12043""","=""0.00005""","=""180""","=""""","=""""",,"=""1.472664364""","=""4.65802953""","=""6d.7s2.7p""","=""3D*""","=""1""","=""""","=""""","=""2""",3,5,,"=""""","=""L5951""",
Th,1,"=""389.15200""","=""0.00005""","=""160""","=""""","=""""",,"=""1.005636397""","=""4.19074289""","=""6d2.7s2""","=""1G""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L5951""",
Th,1,"=""389.16571""","=""0.00015""","=""180""","=""""","=""""",,"=""1.005636397""","=""4.19063238""","=""6d2.7s2""","=""1G""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L3552""",
Th,1,"=""389.17258""","=""0.00003""","=""460""","=""""","=""""",,"=""1.388254945""","=""4.57319351""","=""5f.6d.7s2""","=""3H*""","=""5""","=""""","=""""","=""4""",11,9,,"=""""","=""L5951""",
Th,2,"=""389.23079""","=""0.00003""","=""260""","=""""","=""""",,"=""0.77419390""","=""3.95865600""","=""6d2.(3P).7s""","=""4P""","=""1/2""","=""5f.(2F*).6d2.(3F)""","=""*""","=""3/2""",2,4,,"=""""","=""L5951""",
Th,2,"=""389.24321""","=""0.00021""","=""55""","=""""","=""""",,"=""2.14148626""","=""5.32584607""","=""5f.6d.(3G*).7s""","=""2G*""","=""9/2""","=""5f.6d.(3H*).7p""","=""""","=""9/2""",10,10,,"=""""","=""L2372""",
Th,1,"=""389.27090""","=""0.00005""","=""130""","=""""","=""""",,"=""1.920524884""","=""5.10465933""","=""5f.6d.7s2""","=""3G*""","=""5""","=""""","=""""","=""5""",11,11,,"=""""","=""L5951""",
Th,2,"=""389.30275""","=""0.00006""","=""82""","=""""","=""""",,"=""1.548027489""","=""4.73190110""","=""5f.(2F*).6d2.(3F)""","=""*""","=""7/2""","=""5f.7s.(1F*).7p""","=""""","=""7/2""",8,8,,"=""""","=""L5951""",
Th,2,"=""389.31133""","=""0.00005""","=""140""","=""""","=""""",,"=""1.66218584""","=""4.84598945""","=""5f.6d.(3H*).7s""","=""4H*""","=""13/2""","=""5f2.(3H).6d""","=""""","=""13/2""",14,14,,"=""""","=""L5951""",
Th,1,"=""389.33429""","=""0.00005""","=""190""","=""""","=""""",,"=""1.731131837""","=""4.91474730""","=""6d3.(2D2).7s""","=""""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L5951""",
Th,2,"=""389.34228""","=""0.00005""","=""95""","=""""","=""""",,"=""1.548350422""","=""4.73190110""","=""5f.6d.(3F*).7s""","=""4F*""","=""9/2""","=""5f.7s.(1F*).7p""","=""""","=""7/2""",10,8,,"=""""","=""L5951""",
Th,1,"=""389.36518""","=""0.00003""","=""470""","=""""","=""""",,"=""1.291188428""","=""4.47455170""","=""5f.6d.7s2""","=""1G*""","=""4""","=""""","=""""","=""4""",9,9,,"=""""","=""L5951""",
Th,1,"=""389.38146""","=""0.00014""","=""82""","=""""","=""""",,"=""0.902620242""","=""4.08584817""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L12239""",
Th,2,"=""389.44097""","=""0.00005""","=""100""","=""""","=""""",,"=""1.803419255""","=""4.98616298""","=""5f.6d.(3D*).7s""","=""4D*""","=""5/2""","=""5f.6d.(3H*).7p""","=""""","=""5/2""",6,6,,"=""""","=""L5951""",
Th,1,"=""389.46010""","=""0.00015""","=""20""","=""""","=""""",,"=""1.761104381""","=""4.94369350""","=""6d3.(2G).7s""","=""""","=""5""","=""""","=""*""","=""5""",11,11,,"=""""","=""L3552""",
Th,2,"=""389.48995""","=""0.00006""","=""86""","=""""","=""""",,"=""1.89996369""","=""5.08230647""","=""5f.6d.(3P*).7s""","=""4P*""","=""1/2""","=""5f.6d.(3F*).7p""","=""""","=""3/2""",2,4,,"=""""","=""L5951""",
Th,1,"=""389.541902""","=""0.000011""","=""7000""","=""""","=""""",,"=""0.966490959""","=""4.14841005""","=""5f.6d.7s2""","=""3H*""","=""4""","=""5f.6d.7s.7p""","=""3H""","=""4""",9,9,,"=""""","=""L5951""",
Th,2,"=""389.58541""","=""0.00021""","=""14""","=""""","=""""",,"=""3.17487718""","=""6.35643637""","=""5f.(2F*).6d2.(3F)""","=""*""","=""9/2""","=""5f2.6d+5f.6d.7p""","=""""","=""7/2""",10,8,,"=""""","=""L2372""",
Th,2,"=""389.59821""","=""0.00021""","=""14""","=""""","=""""",,"=""2.72949710""","=""5.9109527""","=""5f.6d.(1H*).7s""","=""2H*""","=""11/2""","=""5f.6d.(3G*).7p""","=""""","=""11/2""",12,12,,"=""""","=""L2372""",
Th,1,"=""389.61669""","=""0.00014""","=""79""","=""""","=""""",,"=""1.716904709""","=""4.89821233""","=""6d3.(4F).7s""","=""3F""","=""2""","=""""","=""*""","=""1 or 2""",5,3,,"=""""","=""L12239""",
Th,2,"=""389.74560""","=""0.00021""","=""14""","=""""","=""""",,"=""2.386481359""","=""5.56673818""","=""5f.6d.(3D*).7s""","=""*""","=""5/2""","=""5f2.6d+5f.6d.7p""","=""""","=""7/2""",6,8,,"=""""","=""L2372""",
